"Step","3i_350M_DeepSup - Bench/LAMBADA_ppl","3i_350M_DeepSup - Bench/LAMBADA_ppl__MIN","3i_350M_DeepSup - Bench/LAMBADA_ppl__MAX","base_350m_fixed - Bench/LAMBADA_ppl","base_350m_fixed - Bench/LAMBADA_ppl__MIN","base_350m_fixed - Bench/LAMBADA_ppl__MAX"
"70500","23.418987905296767","23.418987905296767","23.418987905296767","27.09246111061876","27.09246111061876","27.09246111061876"
"72000","24.958467814185603","24.958467814185603","24.958467814185603","32.781380229904855","32.781380229904855","32.781380229904855"
"73500","29.160084895748977","29.160084895748977","29.160084895748977","25.186179921143577","25.186179921143577","25.186179921143577"
"75000","24.839692748628593","24.839692748628593","24.839692748628593","32.86463984929542","32.86463984929542","32.86463984929542"
"76500","24.66129760337962","24.66129760337962","24.66129760337962","28.261341608155913","28.261341608155913","28.261341608155913"
"78000","28.25695086226081","28.25695086226081","28.25695086226081","34.17320888501984","34.17320888501984","34.17320888501984"
"79500","26.249608686168955","26.249608686168955","26.249608686168955","27.568648320826192","27.568648320826192","27.568648320826192"
"81000","24.965600288313457","24.965600288313457","24.965600288313457","29.271541770377105","29.271541770377105","29.271541770377105"
"82500","24.62764739992407","24.62764739992407","24.62764739992407","32.10819943552362","32.10819943552362","32.10819943552362"
"84000","23.173868538714192","23.173868538714192","23.173868538714192","32.274765318635716","32.274765318635716","32.274765318635716"
"85500","24.580298244510175","24.580298244510175","24.580298244510175","31.862509158674097","31.862509158674097","31.862509158674097"
"87000","22.918551195090714","22.918551195090714","22.918551195090714","27.870636238117953","27.870636238117953","27.870636238117953"
"88500","22.590545915065047","22.590545915065047","22.590545915065047","30.08943780049981","30.08943780049981","30.08943780049981"
"90000","25.01680460532581","25.01680460532581","25.01680460532581","26.938902359819764","26.938902359819764","26.938902359819764"
"91500","26.257052831884312","26.257052831884312","26.257052831884312","29.468741129964883","29.468741129964883","29.468741129964883"
"93000","22.481919666753","22.481919666753","22.481919666753","28.101921426505456","28.101921426505456","28.101921426505456"
"94500","20.417957419126136","20.417957419126136","20.417957419126136","29.329543127672174","29.329543127672174","29.329543127672174"
"96000","20.221754019054558","20.221754019054558","20.221754019054558","27.967537088164992","27.967537088164992","27.967537088164992"
"97500","21.0038813770686","21.0038813770686","21.0038813770686","29.41578366032006","29.41578366032006","29.41578366032006"
"99000","22.99081705820151","22.99081705820151","22.99081705820151","28.79210970806407","28.79210970806407","28.79210970806407"
"100500","22.381555600567122","22.381555600567122","22.381555600567122","24.832087990661908","24.832087990661908","24.832087990661908"
"102000","24.61719435305333","24.61719435305333","24.61719435305333","30.1354019263084","30.1354019263084","30.1354019263084"
"103500","25.397704810403958","25.397704810403958","25.397704810403958","27.53774369505515","27.53774369505515","27.53774369505515"
"105000","23.90446098775993","23.90446098775993","23.90446098775993","27.809075186175352","27.809075186175352","27.809075186175352"
"106500","21.978646023651248","21.978646023651248","21.978646023651248","26.18062659306709","26.18062659306709","26.18062659306709"
"108000","24.035707100280497","24.035707100280497","24.035707100280497","30.53860620385895","30.53860620385895","30.53860620385895"
"109500","24.747168805362747","24.747168805362747","24.747168805362747","25.082841785192485","25.082841785192485","25.082841785192485"
"111000","21.824106704094266","21.824106704094266","21.824106704094266","27.021158283458142","27.021158283458142","27.021158283458142"
"112500","22.318622948604947","22.318622948604947","22.318622948604947","27.600395752509858","27.600395752509858","27.600395752509858"
"114000","21.804022744311194","21.804022744311194","21.804022744311194","27.68522420046723","27.68522420046723","27.68522420046723"
"115500","22.455916744599197","22.455916744599197","22.455916744599197","28.140172245388964","28.140172245388964","28.140172245388964"
"117000","22.399452514389704","22.399452514389704","22.399452514389704","29.46692074165719","29.46692074165719","29.46692074165719"
"118500","23.31902289707478","23.31902289707478","23.31902289707478","27.405447656465224","27.405447656465224","27.405447656465224"
"120000","24.929264304720753","24.929264304720753","24.929264304720753","25.784022532549315","25.784022532549315","25.784022532549315"
"121500","22.674272133055094","22.674272133055094","22.674272133055094","27.58566397896426","27.58566397896426","27.58566397896426"
"123000","20.62400558305655","20.62400558305655","20.62400558305655","27.703356736072436","27.703356736072436","27.703356736072436"
"124500","19.82768117988392","19.82768117988392","19.82768117988392","27.27478526188184","27.27478526188184","27.27478526188184"
"126000","19.42931568928318","19.42931568928318","19.42931568928318","24.961930018310074","24.961930018310074","24.961930018310074"
"127500","19.130067529467855","19.130067529467855","19.130067529467855","26.080146207929825","26.080146207929825","26.080146207929825"
"129000","22.34432026913524","22.34432026913524","22.34432026913524","24.700278179648993","24.700278179648993","24.700278179648993"
"130500","20.417252884286256","20.417252884286256","20.417252884286256","34.29263975806708","34.29263975806708","34.29263975806708"
"132000","21.542028112086708","21.542028112086708","21.542028112086708","25.75559331166051","25.75559331166051","25.75559331166051"
"133500","18.968599946802584","18.968599946802584","18.968599946802584","23.030969303478134","23.030969303478134","23.030969303478134"
"135000","21.831995987914333","21.831995987914333","21.831995987914333","28.6784180850921","28.6784180850921","28.6784180850921"
"136500","20.171075373335025","20.171075373335025","20.171075373335025","25.6707679978966","25.6707679978966","25.6707679978966"
"138000","22.23506300350784","22.23506300350784","22.23506300350784","26.979998335056504","26.979998335056504","26.979998335056504"
"139500","22.18350816993207","22.18350816993207","22.18350816993207","25.071305902496164","25.071305902496164","25.071305902496164"
"141000","19.45267680843258","19.45267680843258","19.45267680843258","26.486015515746644","26.486015515746644","26.486015515746644"
"142500","22.427247673923578","22.427247673923578","22.427247673923578","23.536629688134944","23.536629688134944","23.536629688134944"
"144000","20.220695196151315","20.220695196151315","20.220695196151315","23.02882396002819","23.02882396002819","23.02882396002819"
"145500","20.44826028923633","20.44826028923633","20.44826028923633","22.879052439035593","22.879052439035593","22.879052439035593"
"147000","20.406081038008647","20.406081038008647","20.406081038008647","25.81193021221811","25.81193021221811","25.81193021221811"
"148500","21.280595790071988","21.280595790071988","21.280595790071988","27.23627651234298","27.23627651234298","27.23627651234298"
"150000","21.118798408382524","21.118798408382524","21.118798408382524","24.858593745548788","24.858593745548788","24.858593745548788"
"151500","19.484339479286856","19.484339479286856","19.484339479286856","23.896136821657766","23.896136821657766","23.896136821657766"
"153000","19.72747563185872","19.72747563185872","19.72747563185872","24.08837142744059","24.08837142744059","24.08837142744059"
"154500","20.004921861345476","20.004921861345476","20.004921861345476","23.02123410803181","23.02123410803181","23.02123410803181"
"156000","20.74328198842893","20.74328198842893","20.74328198842893","20.640595941577715","20.640595941577715","20.640595941577715"
"157500","19.000603929654662","19.000603929654662","19.000603929654662","22.730283855298534","22.730283855298534","22.730283855298534"
"159000","19.725429485673732","19.725429485673732","19.725429485673732","24.72737866559561","24.72737866559561","24.72737866559561"
"160500","18.516522597343393","18.516522597343393","18.516522597343393","23.187425194386716","23.187425194386716","23.187425194386716"
"162000","20.070101640348625","20.070101640348625","20.070101640348625","26.334585522558505","26.334585522558505","26.334585522558505"
"163500","18.423200083699477","18.423200083699477","18.423200083699477","21.396218841032077","21.396218841032077","21.396218841032077"
"165000","21.039701271929754","21.039701271929754","21.039701271929754","22.527771072288452","22.527771072288452","22.527771072288452"
"166500","18.523145836959145","18.523145836959145","18.523145836959145","23.331299744328007","23.331299744328007","23.331299744328007"
"168000","17.706627846441556","17.706627846441556","17.706627846441556","22.217340724070933","22.217340724070933","22.217340724070933"
"169500","20.940860416197822","20.940860416197822","20.940860416197822","24.94127728829213","24.94127728829213","24.94127728829213"
"171000","19.041235856348","19.041235856348","19.041235856348","22.503116608659898","22.503116608659898","22.503116608659898"
"172500","18.73975375380242","18.73975375380242","18.73975375380242","","",""
"174000","18.62123233989376","18.62123233989376","18.62123233989376","25.39213240710307","25.39213240710307","25.39213240710307"
"175500","19.39282703441889","19.39282703441889","19.39282703441889","25.16910883411755","25.16910883411755","25.16910883411755"
"177000","18.28368016865793","18.28368016865793","18.28368016865793","23.34297926665458","23.34297926665458","23.34297926665458"
"178500","20.345034295682535","20.345034295682535","20.345034295682535","21.74111426520596","21.74111426520596","21.74111426520596"
"180000","19.504458122372398","19.504458122372398","19.504458122372398","23.817126457447646","23.817126457447646","23.817126457447646"
"181500","19.388032237269318","19.388032237269318","19.388032237269318","24.386286208814838","24.386286208814838","24.386286208814838"
"183000","17.263091537734976","17.263091537734976","17.263091537734976","22.27558291947421","22.27558291947421","22.27558291947421"
"184500","18.344270945114843","18.344270945114843","18.344270945114843","25.319599441505588","25.319599441505588","25.319599441505588"
"186000","18.9361141450743","18.9361141450743","18.9361141450743","","",""
"187500","16.858885163595676","16.858885163595676","16.858885163595676","21.789192323322492","21.789192323322492","21.789192323322492"
"189000","19.235616716027362","19.235616716027362","19.235616716027362","24.014583055919015","24.014583055919015","24.014583055919015"
"190500","18.04244399402822","18.04244399402822","18.04244399402822","22.958836455233367","22.958836455233367","22.958836455233367"
"192000","17.95666119886989","17.95666119886989","17.95666119886989","21.827321292956483","21.827321292956483","21.827321292956483"
"193500","17.142436935635704","17.142436935635704","17.142436935635704","22.00737837872864","22.00737837872864","22.00737837872864"
"195000","19.625007596170352","19.625007596170352","19.625007596170352","23.32059973107153","23.32059973107153","23.32059973107153"
"196500","18.65535692124019","18.65535692124019","18.65535692124019","22.28741423518978","22.28741423518978","22.28741423518978"
"198000","19.51136823977826","19.51136823977826","19.51136823977826","25.3785082827394","25.3785082827394","25.3785082827394"
"199500","18.923128145630674","18.923128145630674","18.923128145630674","22.565393231001337","22.565393231001337","22.565393231001337"
"201000","18.507794490483736","18.507794490483736","18.507794490483736","21.950864148125724","21.950864148125724","21.950864148125724"
"202500","18.883373047892405","18.883373047892405","18.883373047892405","21.493201364738646","21.493201364738646","21.493201364738646"
"204000","17.478258581956336","17.478258581956336","17.478258581956336","20.881053574604266","20.881053574604266","20.881053574604266"
"205500","17.732708899787987","17.732708899787987","17.732708899787987","21.85956003585679","21.85956003585679","21.85956003585679"
"207000","18.755695372227862","18.755695372227862","18.755695372227862","22.701773312315133","22.701773312315133","22.701773312315133"
"208500","16.93688909716667","16.93688909716667","16.93688909716667","","",""
"210000","19.902213392676245","19.902213392676245","19.902213392676245","22.271148257133774","22.271148257133774","22.271148257133774"
"211500","17.66309369296675","17.66309369296675","17.66309369296675","23.295133467243804","23.295133467243804","23.295133467243804"
"213000","17.240102132611234","17.240102132611234","17.240102132611234","22.13751082669372","22.13751082669372","22.13751082669372"
"214500","16.93684601612634","16.93684601612634","16.93684601612634","23.02543105787188","23.02543105787188","23.02543105787188"
"216000","18.285221401630334","18.285221401630334","18.285221401630334","21.590702757668577","21.590702757668577","21.590702757668577"
"217500","16.947626462564262","16.947626462564262","16.947626462564262","20.438904321018775","20.438904321018775","20.438904321018775"
"219000","17.766121720512906","17.766121720512906","17.766121720512906","23.19424681195717","23.19424681195717","23.19424681195717"
"220500","18.166877251276883","18.166877251276883","18.166877251276883","22.281875721719828","22.281875721719828","22.281875721719828"
"222000","17.604749808404915","17.604749808404915","17.604749808404915","22.28268649752181","22.28268649752181","22.28268649752181"
"223500","17.139229580248976","17.139229580248976","17.139229580248976","21.290261329537362","21.290261329537362","21.290261329537362"
"225000","18.125283683772285","18.125283683772285","18.125283683772285","20.643156043418895","20.643156043418895","20.643156043418895"
"226500","16.443331405871923","16.443331405871923","16.443331405871923","23.073832556076642","23.073832556076642","23.073832556076642"
"228000","16.77180479087886","16.77180479087886","16.77180479087886","22.144884210346795","22.144884210346795","22.144884210346795"
"229500","18.05348615837628","18.05348615837628","18.05348615837628","21.314051121819624","21.314051121819624","21.314051121819624"
"231000","16.95600205099823","16.95600205099823","16.95600205099823","21.699898847637364","21.699898847637364","21.699898847637364"
"232500","17.05270091723692","17.05270091723692","17.05270091723692","20.285165892586438","20.285165892586438","20.285165892586438"
"234000","17.63982268913388","17.63982268913388","17.63982268913388","23.05600300105297","23.05600300105297","23.05600300105297"
"235500","17.63347550737308","17.63347550737308","17.63347550737308","23.308188267167942","23.308188267167942","23.308188267167942"
"237000","17.623196892349196","17.623196892349196","17.623196892349196","21.270039117460843","21.270039117460843","21.270039117460843"
"238500","17.785815682948005","17.785815682948005","17.785815682948005","20.66922511619626","20.66922511619626","20.66922511619626"
"240000","17.85676607447906","17.85676607447906","17.85676607447906","21.190672833943896","21.190672833943896","21.190672833943896"
"241500","17.3268528176066","17.3268528176066","17.3268528176066","23.057672453514733","23.057672453514733","23.057672453514733"
"243000","16.679679744339566","16.679679744339566","16.679679744339566","20.303599202344316","20.303599202344316","20.303599202344316"
"244500","17.34081131791287","17.34081131791287","17.34081131791287","23.17195552655013","23.17195552655013","23.17195552655013"
"246000","17.09181704711787","17.09181704711787","17.09181704711787","19.873458080268517","19.873458080268517","19.873458080268517"
"247500","16.72247057795044","16.72247057795044","16.72247057795044","19.352337070371803","19.352337070371803","19.352337070371803"
"249000","17.097590350844353","17.097590350844353","17.097590350844353","20.224577478496478","20.224577478496478","20.224577478496478"
"250500","16.81280464139004","16.81280464139004","16.81280464139004","21.377445304457417","21.377445304457417","21.377445304457417"
"252000","16.414195020372738","16.414195020372738","16.414195020372738","20.850368584419297","20.850368584419297","20.850368584419297"
"253500","17.74584808961533","17.74584808961533","17.74584808961533","20.577065173945932","20.577065173945932","20.577065173945932"
"255000","","","","22.45427723072159","22.45427723072159","22.45427723072159"
"256500","17.680126635340063","17.680126635340063","17.680126635340063","20.69640355469781","20.69640355469781","20.69640355469781"
"258000","18.19860037598499","18.19860037598499","18.19860037598499","22.40711677302697","22.40711677302697","22.40711677302697"
"259500","17.60890612226761","17.60890612226761","17.60890612226761","21.29692967430886","21.29692967430886","21.29692967430886"
"261000","17.07952472666267","17.07952472666267","17.07952472666267","20.983744459032028","20.983744459032028","20.983744459032028"
"262500","16.969969576139555","16.969969576139555","16.969969576139555","20.79492159818234","20.79492159818234","20.79492159818234"
"264000","16.93907213035144","16.93907213035144","16.93907213035144","20.122379732726024","20.122379732726024","20.122379732726024"
"265500","17.15588104815451","17.15588104815451","17.15588104815451","20.118881604000613","20.118881604000613","20.118881604000613"
"267000","17.229681389516387","17.229681389516387","17.229681389516387","21.045721032312787","21.045721032312787","21.045721032312787"
"268500","17.192545413209427","17.192545413209427","17.192545413209427","21.415967182852764","21.415967182852764","21.415967182852764"
"270000","17.319443311659818","17.319443311659818","17.319443311659818","21.61262450324607","21.61262450324607","21.61262450324607"
"271500","17.162394932239465","17.162394932239465","17.162394932239465","21.909628879266698","21.909628879266698","21.909628879266698"
"273000","16.575358576786982","16.575358576786982","16.575358576786982","21.40793789907149","21.40793789907149","21.40793789907149"
"274500","17.335198377308974","17.335198377308974","17.335198377308974","22.239007312059154","22.239007312059154","22.239007312059154"
"276000","16.661141025335958","16.661141025335958","16.661141025335958","20.910379112179733","20.910379112179733","20.910379112179733"
"277500","16.592518298444595","16.592518298444595","16.592518298444595","19.414952983202113","19.414952983202113","19.414952983202113"
"279000","16.95446933351651","16.95446933351651","16.95446933351651","20.29223404773514","20.29223404773514","20.29223404773514"
"280500","16.7344868446156","16.7344868446156","16.7344868446156","21.698210057548973","21.698210057548973","21.698210057548973"
"282000","16.287251991650166","16.287251991650166","16.287251991650166","21.842842241199794","21.842842241199794","21.842842241199794"
"283500","","","","21.99763297616827","21.99763297616827","21.99763297616827"
"285000","17.915858373467913","17.915858373467913","17.915858373467913","21.20234441721578","21.20234441721578","21.20234441721578"
"286500","17.69864851000081","17.69864851000081","17.69864851000081","22.15529184631595","22.15529184631595","22.15529184631595"
"288000","17.863978722650902","17.863978722650902","17.863978722650902","22.26840999501495","22.26840999501495","22.26840999501495"
"289500","17.546961833116026","17.546961833116026","17.546961833116026","23.511178079246626","23.511178079246626","23.511178079246626"
"291000","17.004972182613177","17.004972182613177","17.004972182613177","21.320675463831126","21.320675463831126","21.320675463831126"
"292500","17.633162740450725","17.633162740450725","17.633162740450725","22.557077347038266","22.557077347038266","22.557077347038266"
"294000","17.351990345188234","17.351990345188234","17.351990345188234","21.37647915164832","21.37647915164832","21.37647915164832"
"295500","17.035554034360796","17.035554034360796","17.035554034360796","21.900571694333266","21.900571694333266","21.900571694333266"
"297000","16.975397907700774","16.975397907700774","16.975397907700774","20.77439156129424","20.77439156129424","20.77439156129424"
"298500","17.486088124139204","17.486088124139204","17.486088124139204","20.935767867565012","20.935767867565012","20.935767867565012"
"300000","17.783390770762246","17.783390770762246","17.783390770762246","20.983190648652418","20.983190648652418","20.983190648652418"
"301500","17.077269737238627","17.077269737238627","17.077269737238627","20.286321020662918","20.286321020662918","20.286321020662918"
"303000","17.191394944534736","17.191394944534736","17.191394944534736","20.118645867263695","20.118645867263695","20.118645867263695"
"304500","16.923409479444267","16.923409479444267","16.923409479444267","21.652576391772506","21.652576391772506","21.652576391772506"
"306000","16.775514340073475","16.775514340073475","16.775514340073475","20.400883786210525","20.400883786210525","20.400883786210525"
"307500","17.105004270116122","17.105004270116122","17.105004270116122","19.504439005290667","19.504439005290667","19.504439005290667"
"309000","17.442361056311835","17.442361056311835","17.442361056311835","22.934344317482722","22.934344317482722","22.934344317482722"
"310500","17.47230049952427","17.47230049952427","17.47230049952427","20.83033763932219","20.83033763932219","20.83033763932219"
"312000","17.2356590679572","17.2356590679572","17.2356590679572","21.93541810940691","21.93541810940691","21.93541810940691"
"313500","17.601514277062073","17.601514277062073","17.601514277062073","22.39989685050693","22.39989685050693","22.39989685050693"
"315000","17.169790939993206","17.169790939993206","17.169790939993206","","",""
"316500","17.554168381012335","17.554168381012335","17.554168381012335","","",""
"318000","17.168167419699778","17.168167419699778","17.168167419699778","","",""
"319500","17.504372719654544","17.504372719654544","17.504372719654544","","",""
"321000","17.54671658774323","17.54671658774323","17.54671658774323","","",""
"322500","17.086129780763404","17.086129780763404","17.086129780763404","","",""
"324000","16.74857075301996","16.74857075301996","16.74857075301996","","",""
"325500","17.158908450048575","17.158908450048575","17.158908450048575","","",""
"327000","17.13520609671938","17.13520609671938","17.13520609671938","","",""
"328500","16.787561514383597","16.787561514383597","16.787561514383597","","",""
"330000","17.135296109466335","17.135296109466335","17.135296109466335","","",""
"331500","17.686553037091056","17.686553037091056","17.686553037091056","","",""
"333000","17.190896834165304","17.190896834165304","17.190896834165304","","",""
"334500","17.37980903846958","17.37980903846958","17.37980903846958","","",""
"336000","16.24336967900011","16.24336967900011","16.24336967900011","","",""
"337500","17.98803274304422","17.98803274304422","17.98803274304422","","",""
"339000","16.922034142209444","16.922034142209444","16.922034142209444","","",""
"340500","16.935555340925276","16.935555340925276","16.935555340925276","","",""
"342000","17.0827373491138","17.0827373491138","17.0827373491138","","",""
"343500","17.031813460574313","17.031813460574313","17.031813460574313","","",""
"345000","17.216384281148308","17.216384281148308","17.216384281148308","","",""
"346500","16.727774515806967","16.727774515806967","16.727774515806967","","",""
"348000","16.68029561182649","16.68029561182649","16.68029561182649","","",""
"349500","17.812933307955383","17.812933307955383","17.812933307955383","","",""
